X,Y,Class
-2.374155812,3.56164745,1
-2.114778544,1.836926058,1
6.343716884,-2.881138323,0
-2.651680389,-2.607906846,0
-2.084877477,4.460534391,1
-1.886748984,2.31562151,1
-1.54617639,2.563186695,1
4.216199491,-1.074474769,0
-2.603429749,-4.873208027,0
-1.857837409,-1.691106482,0
-2.51195584,-6.798047087,0
8.651208708,-0.40317943,0
7.550931884,2.83898588,0
-5.835230525,1.586660481,1
0.085641745,2.226818329,1
-3.82280216,-2.991948787,1
6.343716884,-2.881138323,0
-2.957784156,2.362301688,1
-2.678378659,-1.924120592,0
-2.520528639,0.675957808,1
-1.302073744,-1.719039384,0
-2.174441695,-5.84135791,0
4.889108369,2.006123479,0
6.42505964,3.153216468,0
-1.341043238,-3.181310559,1
-1.844638518,-1.672490515,1
0.27671867,-0.134514186,0
0.981940961,5.721569908,1
-3.499987367,3.175274033,1
-4.097127065,1.168109531,1
-2.257862678,2.450741104,1
3.327345705,-2.834249487,0
2.205436476,-2.602056645,0
-3.101434759,1.680481021,1
-3.482842554,0.746767603,1
-0.395190039,-2.588746658,0
-3.11917313,3.747386267,1
-3.459932078,-0.148891588,1
-4.406023389,1.451955593,1
-1.122028644,-2.374629713,0
-1.289872889,-2.188422152,0
-2.576328497,2.174532439,1
-2.544001057,0.425682211,1
-2.465999197,1.909823169,1
4.216199491,-1.074474769,0
-1.899643259,3.32314706,1
-1.268292666,-5.554195623,0
-1.223103568,-2.875314832,0
6.343716884,-2.881138323,0
-3.530504123,-0.089140348,1
-1.414386706,-2.554444257,0
-3.077769829,-5.902872303,0
7.107478858,0.148103032,0
-0.952196897,-3.825643769,0
-2.477935558,3.43734513,1
